id,source,title,agency,activity_type,posted_date,deadline,award_ceiling,currency,startup_eligible,consortium_eligible,keyword_score,semantic_score,combined_score,matched_topics,high_priority,url
GRANTS-GOV-361185,Grants.gov,Resource-Related Research Projects Cooperative Agreements in Aging and/or Alzheimer's Disease (AD) and Alzheimer's Disease-Related Dementias (ADRD) Research,HHS-NIH11,Grant,2026-01-22,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361185
GRANTS-GOV-361186,Grants.gov,Restoring Joint Health and Function to Reduce Pain (RE-JOIN) 2.0,HHS-NIH11,Grant,2026-01-22,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361186
GRANTS-GOV-361187,Grants.gov,Lasker Clinical Research Scholar's Program (Si2/R00 Clinical Trial  Optional),HHS-NIH11,Grant,2026-01-22,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361187
GRANTS-GOV-361170,Grants.gov,Specialized Center Cooperative Agreements in Aging and/or Alzheimer's Disease (AD) and AD-Related Dementias (ADRD) Research,HHS-NIH11,Grant,2026-01-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361170
GRANTS-GOV-361164,Grants.gov,Discovery of the Genetic Basis of Childhood Cancers and of Congenital Anomalies: Gabriella Miller Kids First Pediatric Research Program (X01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2026-01-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361164
GRANTS-GOV-361160,Grants.gov,NIH Research Educational Program -Mentoring Activities &amp; Networks (R25/UE5),HHS-NIH11,Grant,2026-01-15,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361160
GRANTS-GOV-361159,Grants.gov,NIH Research Education Program - Research Experiences (R25),HHS-NIH11,Grant,2026-01-15,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361159
GRANTS-GOV-361134,Grants.gov,Limited Competition: Biospecimen Banks to support NCI National Clinical Trials Network Biospecimen Banks (NCTN Biobanks) and the NCI Early-Phase and Experimental Clinical Trials Biospecimen Bank (EET Biobank) (U24 Clinical Trial Not Allowed),HHS-NIH11,Grant,2026-01-13,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361134
GRANTS-GOV-361104,Grants.gov,Accelerating Discovery through Partnered Research with All of Us to Analyze Participant Biospecimens,HHS-NIH11,Grant,2026-01-08,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361104
GRANTS-GOV-361093,Grants.gov,"Advancing Outbreak Detection, Notification, and Response Capacity by Implementing 7-1-7 in Partner Countries",HHS-CDC-GHC,Grant,2026-01-06,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361093
GRANTS-GOV-361065,Grants.gov,Clinical Research Network on Antimicrobial Resistance,HHS-NIH11,Grant,2025-12-29,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361065
GRANTS-GOV-361066,Grants.gov,National K12 Program for the Career Development of Clinician-Scientists in Diabetes Research (Diabetes-DOCS),HHS-NIH11,Grant,2025-12-29,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361066
GRANTS-GOV-361070,Grants.gov,Providers Clinical Support System &ndash; Substance Use Disorder Treatment (PCSS-SUD Treatment),HHS-SAMHS-SAMHSA,Grant,2025-12-29,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361070
GRANTS-GOV-361067,Grants.gov,FY2026 Cooperative Agreements for States and Territories to Improve Local 988 Capacity,HHS-SAMHS-SAMHSA,Grant,2025-12-29,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361067
GRANTS-GOV-361068,Grants.gov,FY2026 Support for 988 Tribal Response Cooperative Agreements,HHS-SAMHS-SAMHSA,Grant,2025-12-29,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361068
GRANTS-GOV-361069,Grants.gov,FY2026 Cooperative Agreements for 988 Suicide and Crisis Lifeline Crisis Center Follow-Up Programs,HHS-SAMHS-SAMHSA,Grant,2025-12-29,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361069
GRANTS-GOV-361056,Grants.gov,Traumatic Brain Injury State Partnership,HHS-ACL,Grant,2025-12-23,,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361056
GRANTS-GOV-361055,Grants.gov,Rapid Response Rural Data Analysis and Issue Specific Rural Research Studies,HHS-HRSA,Grant,2025-12-23,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361055
GRANTS-GOV-361058,Grants.gov,Technology-enabled Collaborative Learning Program,HHS-HRSA,Grant,2025-12-23,,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361058
GRANTS-GOV-361054,Grants.gov,Rural Health Research Dissemination Program,HHS-HRSA,Grant,2025-12-23,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361054
GRANTS-GOV-361052,Grants.gov,Rural Health Clinic Technical Assistance Program,HHS-HRSA,Grant,2025-12-22,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361052
GRANTS-GOV-361044,Grants.gov,"Ryan White HIV/AIDS Program Part D Coordinated HIV Services and Access to Research for Women, Infants, Children, and Youth (WICY) Existing Geographic Service Areas",HHS-HRSA,Grant,2025-12-19,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361044
GRANTS-GOV-361035,Grants.gov,Single Source Competition: Continuation of the Cardiovascular Repository for Type 1 Diabetes (CaRe-T1D) - Resource Center (U24 Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-12-18,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361035
GRANTS-GOV-361026,Grants.gov,Tuberculosis Research Advancement Centers (TRACs),HHS-NIH11,Grant,2025-12-16,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361026
GRANTS-GOV-361010,Grants.gov,Summer Institute for Research Education in Biostatistics and Data Science,HHS-NIH11,Grant,2025-12-15,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361010
GRANTS-GOV-361018,Grants.gov,Rural Communities Opioid Response Program (RCORP)-Planning,HHS-HRSA,Grant,2025-12-15,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361018
GRANTS-GOV-361001,Grants.gov,Early Childhood Comprehensive Systems SEED Project: Scaling Effective Early Childhood Systems Development (ECCS SEED),HHS-HRSA,Grant,2025-12-12,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361001
GRANTS-GOV-360987,Grants.gov,NIH Director&rsquo;s New Innovator Award Program (DP2 Clinical Trial Optional),HHS-NIH11,Grant,2025-12-11,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360987
GRANTS-GOV-360988,Grants.gov,NIH Director&rsquo;s Early Independence Awards (DP5 Clinical Trial Optional),HHS-NIH11,Grant,2025-12-11,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360988
GRANTS-GOV-360990,Grants.gov,Fiscal Year (FY) 2026 Quality Improvement Fund - Improving Access to Dental Services for Children with Neurodevelopmental Disorders (QIF-DNDD),HHS-HRSA,Grant,2025-12-11,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360990
GRANTS-GOV-360996,Grants.gov,Leadership Education in Neurodevelopmental and Other Related Disabilities (LEND),HHS-HRSA,Grant,2025-12-11,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360996
GRANTS-GOV-360997,Grants.gov,&#8203;Sickle Cell Disease Regional Care Excellence (SoRCE) Program,HHS-HRSA,Grant,2025-12-11,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360997
GRANTS-GOV-360998,Grants.gov,Rural Residency Planning and Development Program,HHS-HRSA,Grant,2025-12-11,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360998
GRANTS-GOV-360958,Grants.gov,Increasing awareness and knowledge of Alpha-gal Syndrome in the United States,HHS-CDC-NCEZID,Grant,2025-12-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360958
GRANTS-GOV-360957,Grants.gov,Reducing the burden of parasitic infections in the United States through evidence-based prevention and control activities.,HHS-CDC-NCEZID,Grant,2025-12-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360957
GRANTS-GOV-360966,Grants.gov,National Center for Child Traumatic Stress - Category 1,HHS-SAMHS-SAMHSA,Grant,2025-12-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360966
GRANTS-GOV-360967,Grants.gov,National Child Traumatic Stress Initiative - Treatment and Service Adaptation (TSA) Centers,HHS-SAMHS-SAMHSA,Grant,2025-12-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360967
GRANTS-GOV-360982,Grants.gov,Cooperative Agreements for Certified Community Behavioral Health Clinic (CCBHC) Planning Grants,HHS-SAMHS-SAMHSA,Grant,2025-12-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360982
GRANTS-GOV-360973,Grants.gov,Garrett Lee Smith State/Tribal Youth Suicide Prevention and Early Intervention Program,HHS-SAMHS-SAMHSA,Grant,2025-12-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360973
GRANTS-GOV-360969,Grants.gov,Project AWARE (Advancing Wellness and Resiliency in Education),HHS-SAMHS-SAMHSA,Grant,2025-12-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360969
GRANTS-GOV-360979,Grants.gov,Technical Assistance Center for Mental Health Peer-Led Organizations,HHS-SAMHS-SAMHSA,Grant,2025-12-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360979
GRANTS-GOV-360975,Grants.gov,Community Programs for Youth and Young Adults at Clinical High Risk for Psychosis,HHS-SAMHS-SAMHSA,Grant,2025-12-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360975
GRANTS-GOV-360968,Grants.gov,National Child Traumatic Stress Initiative - Community Treatment and Service Centers (CTS),HHS-SAMHS-SAMHSA,Grant,2025-12-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360968
GRANTS-GOV-360977,Grants.gov,"Certified Community Behavioral Health Clinics (CCBHCs) Planning, Development, and Implementation Grant",HHS-SAMHS-SAMHSA,Grant,2025-12-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360977
GRANTS-GOV-360978,Grants.gov,Certified Community Behavioral Health Clinic (CCBHC) Improvement and Advancement Grant,HHS-SAMHS-SAMHSA,Grant,2025-12-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360978
GRANTS-GOV-360970,Grants.gov,Adult Suicide Prevention,HHS-SAMHS-SAMHSA,Grant,2025-12-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360970
GRANTS-GOV-360972,Grants.gov,Garrett Lee Smith Campus Suicide Prevention,HHS-SAMHS-SAMHSA,Grant,2025-12-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360972
GRANTS-GOV-360980,Grants.gov,Providers Clinical Support System - Universities,HHS-SAMHS-SAMHSA,Grant,2025-12-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360980
GRANTS-GOV-360963,Grants.gov,Pediatric Mental Health Care Access Program (PMHCA),HHS-HRSA,Grant,2025-12-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360963
GRANTS-GOV-360960,Grants.gov,MCH Workforce Development and Training Center,HHS-HRSA,Grant,2025-12-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360960
GRANTS-GOV-360959,Grants.gov,"&#8203;&#8203;Maternal and Child Health (MCH) Leadership, Education, and Advancement in Undergraduate Pathways (LEAP) Training Program&#8203;&#8203;",HHS-HRSA,Grant,2025-12-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360959
GRANTS-GOV-360946,Grants.gov,Assay Validation of High Quality Markers for Clinical Studies in Cancer (UH2/UH3 Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-12-08,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360946
GRANTS-GOV-360934,Grants.gov,Autoimmune Diseases Statistical and Clinical Coordinating Center (AD-SCCC),HHS-NIH11,Grant,2025-12-04,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360934
GRANTS-GOV-360926,Grants.gov,Pediatric and Reproductive Environmental Health Scholars (PREHS) Program,HHS-NIH11,Grant,2025-12-02,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360926
GRANTS-GOV-360909,Grants.gov,Paul B. Beeson Emerging Leaders Career Development Award in Aging,HHS-NIH11,Grant,2025-11-24,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360909
GRANTS-GOV-360911,Grants.gov,Complex Integrated Multi-Component Projects in Aging Research (U19 Clinical Trial Optional),HHS-NIH11,Grant,2025-11-24,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360911
GRANTS-GOV-360910,Grants.gov,Novel Approaches to Advance Precision Aging and Cognitive Health,HHS-NIH11,Grant,2025-11-24,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360910
GRANTS-GOV-360905,Grants.gov,Carcinogen Hazard Assessment Monographs Program (CHAMP) (R01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-11-21,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360905
GRANTS-GOV-360893,Grants.gov,Mechanisms Underlying Olfactory Dysfunction in Aging and Alzheimer&rsquo;s Disease and Alzheimer&rsquo;s Disease-Related Dementias,HHS-NIH11,Grant,2025-11-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360893
GRANTS-GOV-360894,Grants.gov,Understanding Cerebellar Contributions to Cognitive and Affective Functions in Aging and Alzheimer's Disease/Alzheimer's Disease-Related Dementias,HHS-NIH11,Grant,2025-11-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360894
GRANTS-GOV-360881,Grants.gov,Metastasis Research Network (U54 Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-11-19,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360881
GRANTS-GOV-360882,Grants.gov,Seed Instrumentation Support (SIS) Program (S10 Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-11-19,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360882
GRANTS-GOV-360883,Grants.gov,Institutional Development Award (IDeA) for Clinical &amp; Translational Research (CTR),HHS-NIH11,Grant,2025-11-19,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360883
GRANTS-GOV-360875,Grants.gov,Infectious Diseases Clinical Trials Network (IDCTN),HHS-NIH11,Grant,2025-11-18,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360875
GRANTS-GOV-360876,Grants.gov,Renewal of NIA Research Centers Collaborative Network (RCCN),HHS-NIH11,Grant,2025-11-18,,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360876
GRANTS-GOV-360878,Grants.gov,Coccidioidomycosis Collaborative Research Centers,HHS-NIH11,Grant,2025-11-18,,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360878
GRANTS-GOV-360835,Grants.gov,"Strengthening and modernizing Uganda's sustainable public health systems and workforce in data science, informatics, and surveillance to produce timely, accurate, and integrated data for action",HHS-CDC-GHC,Grant,2025-11-06,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360835
GRANTS-GOV-360755,Grants.gov,"Sustaining life-saving HIV services in Ukraine by strengthening resilient health systems under the Ukraine Ministry of Health, Public Health Center",HHS-CDC-GHC,Grant,2025-10-16,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360755
GRANTS-GOV-360753,Grants.gov,Exploratory/Developmental Grants Related to the World Trade Center Health Program (R21),HHS-CDC-HHSCDCERA,Grant,2025-10-15,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360753
GRANTS-GOV-360707,Grants.gov,Engaging faith-based organizations to sustain lifesaving HIV and TB services in Ethiopia,HHS-CDC-GHC,Grant,2025-10-01,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360707
GRANTS-GOV-360700,Grants.gov,"Strengthening tuberculosis (TB) prevention, diagnosis, treatment, and surveillance in Asia",HHS-CDC-GHC,Grant,2025-10-01,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360700
GRANTS-GOV-360710,Grants.gov,Ending HIV and TB as public health threats through an accelerated and sustained comprehensive response in India,HHS-CDC-GHC,Grant,2025-10-01,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360710
GRANTS-GOV-360704,Grants.gov,"Improving regional capacity to respond to HIV, TB, and other global health priorities in Central America",HHS-CDC-GHC,Grant,2025-10-01,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360704
GRANTS-GOV-360679,Grants.gov,Limited Competition for the Continuation of the Caring for OutPatiEnts after Acute Kidney Injury (COPE-AKI) Clinical Centers (U01 Clinical Trial Required),HHS-NIH11,Grant,2025-09-30,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360679
GRANTS-GOV-360681,Grants.gov,"Kidney, Urologic, and Hematologic Diseases - Fostering the AdvanceMent of an Interactive Learning communitY - Coordinating Center (KUH-FAMILY)",HHS-NIH11,Grant,2025-09-30,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360681
GRANTS-GOV-360680,Grants.gov,Limited Competition: Chronic Kidney Diseases of UnceRtain Etiology (CKDu) in Agricultural Communities (CURE) Research Consortium- Field Epidemiology Sites,HHS-NIH11,Grant,2025-09-30,,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360680
GRANTS-GOV-360691,Grants.gov,Building National Partnerships for the Prevention of Emerging and Reemerging Infectious Diseases,HHS-CDC-NCEZID,Grant,2025-09-30,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360691
GRANTS-GOV-360675,Grants.gov,Palliative Care Research Across the Lifespan: Leveraging the Palliative Care Consortium,HHS-NIH11,Grant,2025-09-29,,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360675
